data_date,url,query,impressions,clicks,sum_top_position,is_organic_shopping,is_product_snippets,is_merchant_listings
2025-04-03,https://www.yourbrand.com/products/classic-essential-tee,,42,0,246.5,True,True,True
2025-04-03,https://www.yourbrand.com/products/premium-hoodie,,34,0,238.7,True,True,True
2025-04-03,https://www.yourbrand.com/products/organic-joggers,,37,0,297.8,True,True,False
2025-04-03,https://www.yourbrand.com/products/recycled-sneakers,,30,0,179.0,True,True,True
2025-04-03,https://www.yourbrand.com/products/weekend-bag,,27,0,248.3,True,True,True
2025-04-03,https://www.yourbrand.com/collections/sale,,49,0,319.0,False,False,False
2025-04-03,https://www.yourbrand.com/blogs/style-guide,,32,0,401.8,False,False,False
2025-04-03,https://www.yourbrand.com/blogs/sustainability,,27,0,341.1,False,False,False
2025-04-03,https://www.yourbrand.com/pages/about-us,,26,1,85.6,False,False,False
2025-04-03,https://www.yourbrand.com/collections/accessories,,25,0,238.8,False,False,False
2025-04-04,https://www.yourbrand.com/,,131,38,207.2,False,False,False
2025-04-04,https://www.yourbrand.com/collections/new-arrivals,,76,2,343.4,False,False,False
2025-04-04,https://www.yourbrand.com/collections/best-sellers,,70,2,297.9,False,False,False
2025-04-04,https://www.yourbrand.com/products/classic-essential-tee,,40,0,221.3,True,True,True
2025-04-04,https://www.yourbrand.com/products/premium-hoodie,,42,0,284.6,True,True,True
2025-04-04,https://www.yourbrand.com/products/organic-joggers,,30,0,230.8,True,True,True
2025-04-04,https://www.yourbrand.com/products/recycled-sneakers,,37,0,201.1,True,True,False
2025-04-04,https://www.yourbrand.com/products/weekend-bag,,28,0,271.7,True,True,True
2025-04-04,https://www.yourbrand.com/collections/sale,,47,0,296.1,False,False,False
2025-04-04,https://www.yourbrand.com/blogs/style-guide,,33,0,372.6,False,False,False
2025-04-04,https://www.yourbrand.com/blogs/sustainability,,25,0,351.6,False,False,False
2025-04-04,https://www.yourbrand.com/pages/about-us,,21,1,61.7,False,False,False
2025-04-04,https://www.yourbrand.com/collections/accessories,,35,0,323.0,False,False,False
2025-04-05,https://www.yourbrand.com/,,105,28,149.8,False,False,False
2025-04-05,https://www.yourbrand.com/collections/new-arrivals,,65,1,346.1,False,False,False
2025-04-05,https://www.yourbrand.com/collections/best-sellers,,67,2,331.6,False,False,False
2025-04-05,https://www.yourbrand.com/products/classic-essential-tee,,53,1,320.9,True,True,False
2025-04-05,https://www.yourbrand.com/products/premium-hoodie,,42,0,285.7,True,True,True
2025-04-05,https://www.yourbrand.com/products/organic-joggers,,32,0,263.0,True,True,True
2025-04-05,https://www.yourbrand.com/products/recycled-sneakers,,30,0,171.1,True,True,True
2025-04-05,https://www.yourbrand.com/products/weekend-bag,,29,0,240.3,True,True,True
2025-04-05,https://www.yourbrand.com/collections/sale,,56,0,384.4,False,False,False
2025-04-05,https://www.yourbrand.com/blogs/style-guide,,24,0,288.8,False,False,False
2025-04-05,https://www.yourbrand.com/blogs/sustainability,,22,0,332.9,False,False,False
2025-04-05,https://www.yourbrand.com/pages/about-us,,21,1,61.2,False,False,False
2025-04-05,https://www.yourbrand.com/collections/accessories,,33,0,309.7,False,False,False
2025-04-06,https://www.yourbrand.com/,,96,27,155.5,False,False,False
2025-04-06,https://www.yourbrand.com/collections/new-arrivals,,73,1,336.7,False,False,False
2025-04-06,https://www.yourbrand.com/collections/best-sellers,,62,2,297.1,False,False,False
2025-04-06,https://www.yourbrand.com/products/classic-essential-tee,,45,1,254.6,True,True,True
2025-04-06,https://www.yourbrand.com/products/premium-hoodie,,46,0,328.8,True,True,False
2025-04-06,https://www.yourbrand.com/products/organic-joggers,,42,0,334.5,True,True,False
2025-04-06,https://www.yourbrand.com/products/recycled-sneakers,,34,0,172.7,True,True,False
2025-04-06,https://www.yourbrand.com/products/weekend-bag,,26,0,225.4,True,True,True
2025-04-06,https://www.yourbrand.com/collections/sale,,57,1,353.5,False,False,False
2025-04-06,https://www.yourbrand.com/blogs/style-guide,,30,0,385.3,False,False,False
2025-04-06,https://www.yourbrand.com/blogs/sustainability,,22,0,326.1,False,False,False
2025-04-06,https://www.yourbrand.com/pages/about-us,,28,1,79.2,False,False,False
2025-04-06,https://www.yourbrand.com/collections/accessories,,34,0,321.5,False,False,False
2025-04-07,https://www.yourbrand.com/,,139,37,219.6,False,False,False
2025-04-07,https://www.yourbrand.com/collections/new-arrivals,,85,2,429.8,False,False,False
2025-04-07,https://www.yourbrand.com/collections/best-sellers,,72,2,298.3,False,False,False
2025-04-07,https://www.yourbrand.com/products/classic-essential-tee,,47,0,274.2,True,True,True
2025-04-07,https://www.yourbrand.com/products/premium-hoodie,,41,0,265.9,True,True,True
2025-04-07,https://www.yourbrand.com/products/organic-joggers,,41,0,329.9,True,True,True
2025-04-07,https://www.yourbrand.com/products/recycled-sneakers,,29,0,161.6,True,True,True
2025-04-07,https://www.yourbrand.com/products/weekend-bag,,26,0,250.9,True,True,True
2025-04-07,https://www.yourbrand.com/collections/sale,,54,0,338.8,False,False,False
2025-04-07,https://www.yourbrand.com/blogs/style-guide,,31,0,339.0,False,False,False
2025-04-07,https://www.yourbrand.com/blogs/sustainability,,26,0,347.9,False,False,False
2025-04-07,https://www.yourbrand.com/pages/about-us,,20,1,55.0,False,False,False
2025-04-07,https://www.yourbrand.com/collections/accessories,,34,0,316.6,False,False,False
2025-04-08,https://www.yourbrand.com/,,131,41,183.7,False,False,False
2025-04-08,https://www.yourbrand.com/collections/new-arrivals,,79,2,416.2,False,False,False
2025-04-08,https://www.yourbrand.com/collections/best-sellers,,50,1,229.4,False,False,False
2025-04-08,https://www.yourbrand.com/products/classic-essential-tee,,54,1,297.1,True,True,True
2025-04-08,https://www.yourbrand.com/products/premium-hoodie,,34,0,256.6,True,True,False
2025-04-08,https://www.yourbrand.com/products/organic-joggers,,34,0,270.2,True,True,True
2025-04-08,https://www.yourbrand.com/products/recycled-sneakers,,41,0,222.6,True,True,True
2025-04-08,https://www.yourbrand.com/products/weekend-bag,,29,0,256.7,True,True,True
2025-04-08,https://www.yourbrand.com/collections/sale,,57,1,337.4,False,False,False
2025-04-08,https://www.yourbrand.com/blogs/style-guide,,30,0,373.2,False,False,False
2025-04-08,https://www.yourbrand.com/blogs/sustainability,,28,0,383.1,False,False,False
2025-04-08,https://www.yourbrand.com/pages/about-us,,22,1,71.5,False,False,False
2025-04-08,https://www.yourbrand.com/collections/accessories,,25,0,252.2,False,False,False
2025-04-09,https://www.yourbrand.com/,,124,35,176.5,False,False,False
2025-04-09,https://www.yourbrand.com/collections/new-arrivals,,81,1,442.6,False,False,False
2025-04-09,https://www.yourbrand.com/collections/best-sellers,,58,1,246.2,False,False,False
2025-04-09,https://www.yourbrand.com/products/classic-essential-tee,,45,0,279.5,True,True,False
2025-04-09,https://www.yourbrand.com/products/premium-hoodie,,43,0,286.7,True,True,False
2025-04-09,https://www.yourbrand.com/products/organic-joggers,,32,0,266.5,True,True,False
2025-04-09,https://www.yourbrand.com/products/recycled-sneakers,,41,0,236.1,True,True,True
2025-04-09,https://www.yourbrand.com/products/weekend-bag,,34,0,309.9,True,True,True
2025-04-09,https://www.yourbrand.com/collections/sale,,48,0,333.2,False,False,False
2025-04-09,https://www.yourbrand.com/blogs/style-guide,,27,0,341.0,False,False,False
2025-04-09,https://www.yourbrand.com/blogs/sustainability,,25,0,321.2,False,False,False
2025-04-09,https://www.yourbrand.com/pages/about-us,,27,1,81.5,False,False,False
2025-04-09,https://www.yourbrand.com/collections/accessories,,27,0,263.4,False,False,False
2025-04-10,https://www.yourbrand.com/,,111,29,159.2,False,False,False
2025-04-10,https://www.yourbrand.com/collections/new-arrivals,,78,2,389.2,False,False,False
2025-04-10,https://www.yourbrand.com/collections/best-sellers,,58,2,245.1,False,False,False
2025-04-10,https://www.yourbrand.com/products/classic-essential-tee,,43,0,278.9,True,True,True
2025-04-10,https://www.yourbrand.com/products/premium-hoodie,,48,0,329.5,True,True,True
2025-04-10,https://www.yourbrand.com/products/organic-joggers,,40,0,328.7,True,True,False
2025-04-10,https://www.yourbrand.com/products/recycled-sneakers,,33,0,196.9,True,True,True
2025-04-10,https://www.yourbrand.com/products/weekend-bag,,28,0,259.5,True,True,True
2025-04-10,https://www.yourbrand.com/collections/sale,,42,0,251.1,False,False,False
2025-04-10,https://www.yourbrand.com/blogs/style-guide,,29,0,331.6,False,False,False
2025-04-10,https://www.yourbrand.com/blogs/sustainability,,27,0,364.9,False,False,False
2025-04-10,https://www.yourbrand.com/pages/about-us,,20,1,54.4,False,False,False
2025-04-10,https://www.yourbrand.com/collections/accessories,,32,0,318.6,False,False,False
2025-04-11,https://www.yourbrand.com/,,141,46,195.3,False,False,False
2025-04-11,https://www.yourbrand.com/collections/new-arrivals,,67,1,361.3,False,False,False
2025-04-11,https://www.yourbrand.com/collections/best-sellers,,52,1,223.7,False,False,False
2025-04-11,https://www.yourbrand.com/products/classic-essential-tee,,48,0,278.7,True,True,True
2025-04-11,https://www.yourbrand.com/products/premium-hoodie,,42,0,284.7,True,True,True
2025-04-11,https://www.yourbrand.com/products/organic-joggers,,40,0,341.4,True,True,False
2025-04-11,https://www.yourbrand.com/products/recycled-sneakers,,32,0,188.4,True,True,True
2025-04-11,https://www.yourbrand.com/products/weekend-bag,,25,0,210.6,True,True,True
2025-04-11,https://www.yourbrand.com/collections/sale,,53,0,361.7,False,False,False
2025-04-11,https://www.yourbrand.com/blogs/style-guide,,27,0,298.4,False,False,False
2025-04-11,https://www.yourbrand.com/blogs/sustainability,,22,0,325.6,False,False,False
2025-04-11,https://www.yourbrand.com/pages/about-us,,23,1,64.0,False,False,False
2025-04-11,https://www.yourbrand.com/collections/accessories,,30,0,275.4,False,False,False
2025-04-12,https://www.yourbrand.com/,,99,27,147.3,False,False,False
2025-04-12,https://www.yourbrand.com/collections/new-arrivals,,71,2,331.1,False,False,False
2025-04-12,https://www.yourbrand.com/collections/best-sellers,,65,2,292.8,False,False,False
2025-04-12,https://www.yourbrand.com/products/classic-essential-tee,,41,0,240.8,True,True,True
2025-04-12,https://www.yourbrand.com/products/premium-hoodie,,43,0,329.4,True,True,True
2025-04-12,https://www.yourbrand.com/products/organic-joggers,,40,0,331.4,True,True,True
2025-04-12,https://www.yourbrand.com/products/recycled-sneakers,,41,0,206.2,True,True,True
2025-04-12,https://www.yourbrand.com/products/weekend-bag,,30,0,283.2,True,True,True
2025-04-12,https://www.yourbrand.com/collections/sale,,45,0,296.1,False,False,False
2025-04-12,https://www.yourbrand.com/blogs/style-guide,,35,0,404.8,False,False,False
2025-04-12,https://www.yourbrand.com/blogs/sustainability,,21,0,294.4,False,False,False
2025-04-12,https://www.yourbrand.com/pages/about-us,,27,1,85.2,False,False,False
2025-04-12,https://www.yourbrand.com/collections/accessories,,24,0,221.1,False,False,False
2025-04-13,https://www.yourbrand.com/,,124,37,182.8,False,False,False
2025-04-13,https://www.yourbrand.com/collections/new-arrivals,,79,2,383.8,False,False,False
2025-04-13,https://www.yourbrand.com/collections/best-sellers,,54,1,224.6,False,False,False
2025-04-13,https://www.yourbrand.com/products/classic-essential-tee,,55,1,362.5,True,True,False
2025-04-13,https://www.yourbrand.com/products/premium-hoodie,,40,0,269.6,True,True,False
2025-04-13,https://www.yourbrand.com/products/organic-joggers,,29,0,233.6,True,True,True
2025-04-13,https://www.yourbrand.com/products/recycled-sneakers,,39,0,217.6,True,True,True
2025-04-13,https://www.yourbrand.com/products/weekend-bag,,29,0,243.9,True,True,True
2025-04-13,https://www.yourbrand.com/collections/sale,,47,0,326.7,False,False,False
2025-04-13,https://www.yourbrand.com/blogs/style-guide,,29,0,335.2,False,False,False
2025-04-13,https://www.yourbrand.com/blogs/sustainability,,22,0,328.6,False,False,False
2025-04-13,https://www.yourbrand.com/pages/about-us,,27,1,74.2,False,False,False
2025-04-13,https://www.yourbrand.com/collections/accessories,,25,0,240.0,False,False,False
2025-04-14,https://www.yourbrand.com/,,115,33,167.3,False,False,False
2025-04-14,https://www.yourbrand.com/collections/new-arrivals,,82,2,450.7,False,False,False
2025-04-14,https://www.yourbrand.com/collections/best-sellers,,68,2,279.8,False,False,False
2025-04-14,https://www.yourbrand.com/products/classic-essential-tee,,47,0,285.9,True,True,True
2025-04-14,https://www.yourbrand.com/products/premium-hoodie,,43,0,293.7,True,True,False
2025-04-14,https://www.yourbrand.com/products/organic-joggers,,35,0,255.6,True,True,True
2025-04-14,https://www.yourbrand.com/products/recycled-sneakers,,37,0,218.7,True,True,True
2025-04-14,https://www.yourbrand.com/products/weekend-bag,,34,0,315.1,True,True,False
2025-04-14,https://www.yourbrand.com/collections/sale,,51,0,357.8,False,False,False
2025-04-14,https://www.yourbrand.com/blogs/style-guide,,33,0,369.5,False,False,False
2025-04-14,https://www.yourbrand.com/blogs/sustainability,,25,0,375.2,False,False,False
2025-04-14,https://www.yourbrand.com/pages/about-us,,24,1,68.1,False,False,False
2025-04-14,https://www.yourbrand.com/collections/accessories,,29,0,303.8,False,False,False
2025-04-15,https://www.yourbrand.com/,,141,39,196.4,False,False,False
2025-04-15,https://www.yourbrand.com/collections/new-arrivals,,72,2,348.4,False,False,False
2025-04-15,https://www.yourbrand.com/collections/best-sellers,,48,1,212.2,False,False,False
2025-04-15,https://www.yourbrand.com/products/classic-essential-tee,,49,0,281.5,True,True,True
2025-04-15,https://www.yourbrand.com/products/premium-hoodie,,35,0,221.3,True,True,False
2025-04-15,https://www.yourbrand.com/products/organic-joggers,,35,0,260.9,True,True,False
2025-04-15,https://www.yourbrand.com/products/recycled-sneakers,,43,1,222.4,True,True,True
2025-04-15,https://www.yourbrand.com/products/weekend-bag,,34,0,288.3,True,True,False
2025-04-15,https://www.yourbrand.com/collections/sale,,44,0,296.7,False,False,False
2025-04-15,https://www.yourbrand.com/blogs/style-guide,,27,0,316.9,False,False,False
2025-04-15,https://www.yourbrand.com/blogs/sustainability,,21,0,278.8,False,False,False
2025-04-15,https://www.yourbrand.com/pages/about-us,,25,1,74.3,False,False,False
2025-04-15,https://www.yourbrand.com/collections/accessories,,24,0,228.5,False,False,False
2025-04-16,https://www.yourbrand.com/,,142,40,196.3,False,False,False
2025-04-16,https://www.yourbrand.com/collections/new-arrivals,,62,1,316.6,False,False,False
2025-04-16,https://www.yourbrand.com/collections/best-sellers,,63,1,287.0,False,False,False
2025-04-16,https://www.yourbrand.com/products/classic-essential-tee,,39,0,250.1,True,True,False
2025-04-16,https://www.yourbrand.com/products/premium-hoodie,,47,0,307.8,True,True,True
2025-04-16,https://www.yourbrand.com/products/organic-joggers,,30,0,235.8,True,True,True
2025-04-16,https://www.yourbrand.com/products/recycled-sneakers,,34,0,171.2,True,True,False
2025-04-16,https://www.yourbrand.com/products/weekend-bag,,34,0,304.0,True,True,True
2025-04-16,https://www.yourbrand.com/collections/sale,,54,1,335.8,False,False,False
2025-04-16,https://www.yourbrand.com/blogs/style-guide,,30,0,351.3,False,False,False
2025-04-16,https://www.yourbrand.com/blogs/sustainability,,25,0,317.6,False,False,False
2025-04-16,https://www.yourbrand.com/pages/about-us,,26,1,79.2,False,False,False
2025-04-16,https://www.yourbrand.com/collections/accessories,,28,0,281.0,False,False,False
2025-04-17,https://www.yourbrand.com/,,97,25,136.9,False,False,False
2025-04-17,https://www.yourbrand.com/collections/new-arrivals,,77,1,360.8,False,False,False
2025-04-17,https://www.yourbrand.com/collections/best-sellers,,62,2,257.4,False,False,False
2025-04-17,https://www.yourbrand.com/products/classic-essential-tee,,43,0,247.8,True,True,True
2025-04-17,https://www.yourbrand.com/products/premium-hoodie,,37,0,238.1,True,True,True
2025-04-17,https://www.yourbrand.com/products/organic-joggers,,41,0,326.3,True,True,True
2025-04-17,https://www.yourbrand.com/products/recycled-sneakers,,40,0,230.4,True,True,False
2025-04-17,https://www.yourbrand.com/products/weekend-bag,,28,0,227.2,True,True,True
2025-04-17,https://www.yourbrand.com/collections/sale,,41,0,292.0,False,False,False
2025-04-17,https://www.yourbrand.com/blogs/style-guide,,32,0,387.9,False,False,False
2025-04-17,https://www.yourbrand.com/blogs/sustainability,,23,0,296.8,False,False,False
2025-04-17,https://www.yourbrand.com/pages/about-us,,21,1,61.8,False,False,False
2025-04-17,https://www.yourbrand.com/collections/accessories,,27,0,276.0,False,False,False
2025-04-18,https://www.yourbrand.com/,,126,34,199.2,False,False,False
2025-04-18,https://www.yourbrand.com/collections/new-arrivals,,79,2,390.7,False,False,False
2025-04-18,https://www.yourbrand.com/collections/best-sellers,,65,1,321.7,False,False,False
2025-04-18,https://www.yourbrand.com/products/classic-essential-tee,,52,1,300.6,True,True,True
2025-04-18,https://www.yourbrand.com/products/premium-hoodie,,50,0,315.9,True,True,True
2025-04-18,https://www.yourbrand.com/products/organic-joggers,,31,0,255.3,True,True,True
2025-04-18,https://www.yourbrand.com/products/recycled-sneakers,,33,0,183.1,True,True,False
2025-04-18,https://www.yourbrand.com/products/weekend-bag,,30,0,264.7,True,True,False
2025-04-18,https://www.yourbrand.com/collections/sale,,43,0,261.9,False,False,False
2025-04-18,https://www.yourbrand.com/blogs/style-guide,,34,0,396.4,False,False,False
2025-04-18,https://www.yourbrand.com/blogs/sustainability,,25,0,359.5,False,False,False
2025-04-18,https://www.yourbrand.com/pages/about-us,,21,1,62.3,False,False,False
2025-04-18,https://www.yourbrand.com/collections/accessories,,26,0,279.1,False,False,False
2025-04-19,https://www.yourbrand.com/,,139,43,226.8,False,False,False
2025-04-19,https://www.yourbrand.com/collections/new-arrivals,,81,1,424.3,False,False,False
2025-04-19,https://www.yourbrand.com/collections/best-sellers,,67,2,297.5,False,False,False
2025-04-19,https://www.yourbrand.com/products/classic-essential-tee,,48,0,307.7,True,True,True
2025-04-19,https://www.yourbrand.com/products/premium-hoodie,,44,0,309.9,True,True,True
2025-04-19,https://www.yourbrand.com/products/organic-joggers,,36,0,290.6,True,True,False
2025-04-19,https://www.yourbrand.com/products/recycled-sneakers,,35,0,189.9,True,True,False
2025-04-19,https://www.yourbrand.com/products/weekend-bag,,27,0,248.4,True,True,False
2025-04-19,https://www.yourbrand.com/collections/sale,,48,0,341.8,False,False,False
2025-04-19,https://www.yourbrand.com/blogs/style-guide,,27,0,309.5,False,False,False
2025-04-19,https://www.yourbrand.com/blogs/sustainability,,19,0,285.2,False,False,False
2025-04-19,https://www.yourbrand.com/pages/about-us,,24,1,76.6,False,False,False
2025-04-19,https://www.yourbrand.com/collections/accessories,,25,0,249.5,False,False,False
2025-04-20,https://www.yourbrand.com/,,98,26,147.8,False,False,False
2025-04-20,https://www.yourbrand.com/collections/new-arrivals,,59,1,300.5,False,False,False
2025-04-20,https://www.yourbrand.com/collections/best-sellers,,63,1,303.8,False,False,False
2025-04-20,https://www.yourbrand.com/products/classic-essential-tee,,39,0,217.6,True,True,True
2025-04-20,https://www.yourbrand.com/products/premium-hoodie,,42,0,323.4,True,True,True
2025-04-20,https://www.yourbrand.com/products/organic-joggers,,33,0,259.3,True,True,True
2025-04-20,https://www.yourbrand.com/products/recycled-sneakers,,41,1,205.7,True,True,True
2025-04-20,https://www.yourbrand.com/products/weekend-bag,,24,0,226.6,True,True,True
2025-04-20,https://www.yourbrand.com/collections/sale,,48,0,286.4,False,False,False
2025-04-20,https://www.yourbrand.com/blogs/style-guide,,30,0,337.7,False,False,False
2025-04-20,https://www.yourbrand.com/blogs/sustainability,,24,0,320.2,False,False,False
2025-04-20,https://www.yourbrand.com/pages/about-us,,22,1,65.6,False,False,False
2025-04-20,https://www.yourbrand.com/collections/accessories,,33,0,319.0,False,False,False
2025-04-21,https://www.yourbrand.com/,,142,35,217.7,False,False,False
2025-04-21,https://www.yourbrand.com/collections/new-arrivals,,80,1,438.0,False,False,False
2025-04-21,https://www.yourbrand.com/collections/best-sellers,,48,1,230.2,False,False,False
2025-04-21,https://www.yourbrand.com/products/classic-essential-tee,,40,0,217.8,True,True,True
2025-04-21,https://www.yourbrand.com/products/premium-hoodie,,38,0,274.8,True,True,True
2025-04-21,https://www.yourbrand.com/products/organic-joggers,,42,0,360.1,True,True,True
2025-04-21,https://www.yourbrand.com/products/recycled-sneakers,,34,0,192.0,True,True,False
2025-04-21,https://www.yourbrand.com/products/weekend-bag,,26,0,216.0,True,True,False
2025-04-21,https://www.yourbrand.com/collections/sale,,44,0,282.3,False,False,False
2025-04-21,https://www.yourbrand.com/blogs/style-guide,,28,0,361.9,False,False,False
2025-04-21,https://www.yourbrand.com/blogs/sustainability,,22,0,315.6,False,False,False
2025-04-21,https://www.yourbrand.com/pages/about-us,,24,1,66.8,False,False,False
2025-04-21,https://www.yourbrand.com/collections/accessories,,35,0,326.7,False,False,False
2025-04-22,https://www.yourbrand.com/,,135,43,204.1,False,False,False
2025-04-22,https://www.yourbrand.com/collections/new-arrivals,,62,1,339.7,False,False,False
2025-04-22,https://www.yourbrand.com/collections/best-sellers,,63,2,297.4,False,False,False
2025-04-22,https://www.yourbrand.com/products/classic-essential-tee,,57,1,361.7,True,True,True
2025-04-22,https://www.yourbrand.com/products/premium-hoodie,,40,0,302.1,True,True,True
2025-04-22,https://www.yourbrand.com/products/organic-joggers,,42,0,303.3,True,True,False
2025-04-22,https://www.yourbrand.com/products/recycled-sneakers,,30,0,163.2,True,True,True
2025-04-22,https://www.yourbrand.com/products/weekend-bag,,29,0,266.4,True,True,True
2025-04-22,https://www.yourbrand.com/collections/sale,,42,0,279.9,False,False,False
2025-04-22,https://www.yourbrand.com/blogs/style-guide,,36,0,423.2,False,False,False
2025-04-22,https://www.yourbrand.com/blogs/sustainability,,28,0,355.6,False,False,False
2025-04-22,https://www.yourbrand.com/pages/about-us,,29,1,90.4,False,False,False
2025-04-22,https://www.yourbrand.com/collections/accessories,,32,0,351.9,False,False,False
2025-04-23,https://www.yourbrand.com/,,120,28,192.7,False,False,False
2025-04-23,https://www.yourbrand.com/collections/new-arrivals,,78,1,366.0,False,False,False
2025-04-23,https://www.yourbrand.com/collections/best-sellers,,60,1,282.8,False,False,False
2025-04-23,https://www.yourbrand.com/products/classic-essential-tee,,53,1,335.5,True,True,False
2025-04-23,https://www.yourbrand.com/products/premium-hoodie,,48,0,358.8,True,True,False
2025-04-23,https://www.yourbrand.com/products/organic-joggers,,30,0,252.1,True,True,True
2025-04-23,https://www.yourbrand.com/products/recycled-sneakers,,31,0,178.0,True,True,True
2025-04-23,https://www.yourbrand.com/products/weekend-bag,,35,0,332.8,True,True,True
2025-04-23,https://www.yourbrand.com/collections/sale,,45,0,272.8,False,False,False
2025-04-23,https://www.yourbrand.com/blogs/style-guide,,25,0,316.0,False,False,False
2025-04-23,https://www.yourbrand.com/blogs/sustainability,,28,0,365.6,False,False,False
2025-04-23,https://www.yourbrand.com/pages/about-us,,23,1,71.2,False,False,False
2025-04-23,https://www.yourbrand.com/collections/accessories,,29,0,301.5,False,False,False
2025-04-24,https://www.yourbrand.com/,,124,31,200.3,False,False,False
2025-04-24,https://www.yourbrand.com/collections/new-arrivals,,75,1,376.3,False,False,False
2025-04-24,https://www.yourbrand.com/collections/best-sellers,,66,2,294.1,False,False,False
2025-04-24,https://www.yourbrand.com/products/classic-essential-tee,,46,0,254.3,True,True,True
2025-04-24,https://www.yourbrand.com/products/premium-hoodie,,49,0,320.1,True,True,True
2025-04-24,https://www.yourbrand.com/products/organic-joggers,,31,0,231.3,True,True,True
2025-04-24,https://www.yourbrand.com/products/recycled-sneakers,,36,0,215.1,True,True,True
2025-04-24,https://www.yourbrand.com/products/weekend-bag,,24,0,208.8,True,True,True
2025-04-24,https://www.yourbrand.com/collections/sale,,44,0,280.6,False,False,False
2025-04-24,https://www.yourbrand.com/blogs/style-guide,,26,0,289.4,False,False,False
2025-04-24,https://www.yourbrand.com/blogs/sustainability,,27,0,414.3,False,False,False
2025-04-24,https://www.yourbrand.com/pages/about-us,,21,1,60.0,False,False,False
2025-04-24,https://www.yourbrand.com/collections/accessories,,34,0,362.4,False,False,False
2025-04-25,https://www.yourbrand.com/,,108,29,154.7,False,False,False
2025-04-25,https://www.yourbrand.com/collections/new-arrivals,,66,1,341.2,False,False,False
2025-04-25,https://www.yourbrand.com/collections/best-sellers,,48,1,217.0,False,False,False
2025-04-25,https://www.yourbrand.com/products/classic-essential-tee,,47,0,257.5,True,True,True
2025-04-25,https://www.yourbrand.com/products/premium-hoodie,,48,0,348.6,True,True,False
2025-04-25,https://www.yourbrand.com/products/organic-joggers,,40,0,325.8,True,True,True
2025-04-25,https://www.yourbrand.com/products/recycled-sneakers,,32,0,181.4,True,True,True
2025-04-25,https://www.yourbrand.com/products/weekend-bag,,30,0,253.4,True,True,False
2025-04-25,https://www.yourbrand.com/collections/sale,,40,0,267.3,False,False,False
2025-04-25,https://www.yourbrand.com/blogs/style-guide,,31,0,402.1,False,False,False
2025-04-25,https://www.yourbrand.com/blogs/sustainability,,23,0,310.3,False,False,False
2025-04-25,https://www.yourbrand.com/pages/about-us,,25,1,74.1,False,False,False
2025-04-25,https://www.yourbrand.com/collections/accessories,,28,0,265.3,False,False,False
2025-04-26,https://www.yourbrand.com/,,114,31,163.4,False,False,False
2025-04-26,https://www.yourbrand.com/collections/new-arrivals,,86,1,462.8,False,False,False
2025-04-26,https://www.yourbrand.com/collections/best-sellers,,48,1,215.9,False,False,False
