report_date,account_name,campaign_name,campaign_status,channel_type,device,ad_network_type,impressions,clicks,cost,conversions,conversions_value
2025-04-05,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,137,3,0.95,0,0.0
2025-04-05,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,385,27,11.89,0,0.0
2025-04-05,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,362,26,10.39,0,0.0
2025-04-05,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,50,3,1.44,0,0.0
2025-04-05,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,178,11,4.53,0,0.0
2025-04-05,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,194,12,6.45,0,0.0
2025-04-05,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,32,2,0.85,0,0.0
2025-04-05,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,270,1,0.15,0,0.0
2025-04-05,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,268,0,0.0,0,0.0
2025-04-05,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,44,0,0.0,0,0.0
2025-04-06,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,396,22,8.0,0,0.0
2025-04-06,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,403,27,14.44,0,0.0
2025-04-06,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,71,4,1.47,0,0.0
2025-04-06,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,289,17,7.92,0,0.0
2025-04-06,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,248,13,6.64,0,0.0
2025-04-06,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,39,2,0.76,0,0.0
2025-04-06,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,815,10,2.82,0,0.0
2025-04-06,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,680,8,2.49,0,0.0
2025-04-06,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,102,1,0.29,0,0.0
2025-04-06,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,453,5,1.48,0,0.0
2025-04-06,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,559,7,1.66,0,0.0
2025-04-06,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,77,0,0.0,0,0.0
2025-04-06,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,787,19,6.0,0,0.0
2025-04-06,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,895,19,7.85,0,0.0
2025-04-06,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,126,3,0.92,0,0.0
2025-04-06,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,352,20,7.69,0,0.0
2025-04-06,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,401,28,13.1,0,0.0
2025-04-06,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,56,4,1.53,0,0.0
2025-04-06,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,191,11,5.62,0,0.0
2025-04-06,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,266,15,6.94,0,0.0
2025-04-06,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,36,2,0.93,0,0.0
2025-04-06,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,270,0,0.0,0,0.0
2025-04-06,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,340,1,0.18,0,0.0
2025-04-06,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,49,0,0.0,0,0.0
2025-04-07,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,656,39,17.11,1,72.32
2025-04-07,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,720,53,26.95,1,63.0
2025-04-07,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,105,7,2.64,0,0.0
2025-04-07,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,350,24,11.97,0,0.0
2025-04-07,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,343,22,7.93,0,0.0
2025-04-07,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,63,4,1.52,0,0.0
2025-04-07,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,1086,13,3.37,0,0.0
2025-04-07,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,1120,14,4.66,0,0.0
2025-04-07,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,144,1,0.31,0,0.0
2025-04-07,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,737,9,2.04,0,0.0
2025-04-07,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,824,10,3.34,0,0.0
2025-04-07,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,100,1,0.29,0,0.0
2025-04-07,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,1242,26,10.45,0,0.0
2025-04-07,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,1372,38,12.81,0,0.0
2025-04-07,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,176,4,1.6,0,0.0
2025-04-07,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,583,39,16.93,1,72.42
2025-04-07,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,582,40,18.29,1,72.0
2025-04-07,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,80,5,2.34,0,0.0
2025-04-07,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,342,20,10.5,0,0.0
2025-04-07,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,287,19,9.31,0,0.0
2025-04-07,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,55,3,1.38,0,0.0
2025-04-07,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,461,2,0.33,0,0.0
2025-04-07,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,469,1,0.16,0,0.0
2025-04-07,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,69,0,0.0,0,0.0
2025-04-08,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,547,33,15.45,1,72.13
2025-04-08,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,634,43,18.12,1,58.39
2025-04-08,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,84,6,2.88,0,0.0
2025-04-08,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,310,18,9.71,0,0.0
2025-04-08,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,345,23,10.25,0,0.0
2025-04-08,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,54,3,1.28,0,0.0
2025-04-08,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,859,10,2.64,0,0.0
2025-04-08,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,902,10,2.9,0,0.0
2025-04-08,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,128,1,0.29,0,0.0
2025-04-08,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,671,7,1.89,0,0.0
2025-04-08,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,733,8,2.44,0,0.0
2025-04-08,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,109,1,0.33,0,0.0
2025-04-08,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,1147,30,10.1,1,74.56
2025-04-08,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,1418,33,13.63,0,0.0
2025-04-08,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,200,5,1.99,0,0.0
2025-04-08,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,594,32,12.42,1,63.05
2025-04-08,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,601,38,16.45,0,0.0
2025-04-08,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,76,5,1.83,0,0.0
2025-04-08,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,264,16,7.62,0,0.0
2025-04-08,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,300,19,10.01,0,0.0
2025-04-08,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,46,2,0.85,0,0.0
2025-04-08,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,417,1,0.15,0,0.0
2025-04-08,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,486,1,0.18,0,0.0
2025-04-08,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,62,0,0.0,0,0.0
2025-04-09,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,605,43,19.56,1,61.73
2025-04-09,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,634,37,17.1,0,0.0
2025-04-09,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,73,5,2.28,0,0.0
2025-04-09,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,276,17,6.7,0,0.0
2025-04-09,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,374,25,13.19,0,0.0
2025-04-09,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,57,3,1.57,0,0.0
2025-04-09,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,853,9,2.53,0,0.0
2025-04-09,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,812,10,2.39,0,0.0
2025-04-09,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,136,1,0.26,0,0.0
2025-04-09,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,584,6,1.53,0,0.0
2025-04-09,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,597,7,1.59,0,0.0
2025-04-09,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,92,1,0.23,0,0.0
2025-04-09,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,1041,26,9.92,0,0.0
2025-04-09,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,1136,24,7.21,0,0.0
2025-04-09,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,TABLET,CONTENT,188,4,1.48,0,0.0
2025-04-09,your_brand,Search - Generic,ENABLED,SEARCH,DESKTOP,SEARCH,415,28,14.12,1,57.87
2025-04-09,your_brand,Search - Generic,ENABLED,SEARCH,MOBILE,SEARCH,505,32,14.24,1,55.97
2025-04-09,your_brand,Search - Generic,ENABLED,SEARCH,TABLET,SEARCH,68,4,1.77,0,0.0
2025-04-09,your_brand,Search - Competitor,ENABLED,SEARCH,DESKTOP,SEARCH,288,19,8.21,0,0.0
2025-04-09,your_brand,Search - Competitor,ENABLED,SEARCH,MOBILE,SEARCH,306,17,8.55,0,0.0
2025-04-09,your_brand,Search - Competitor,ENABLED,SEARCH,TABLET,SEARCH,37,2,1.02,0,0.0
2025-04-09,your_brand,Display - Retargeting,ENABLED,DISPLAY,DESKTOP,CONTENT,391,1,0.17,0,0.0
2025-04-09,your_brand,Display - Retargeting,ENABLED,DISPLAY,MOBILE,CONTENT,379,1,0.18,0,0.0
2025-04-09,your_brand,Display - Retargeting,ENABLED,DISPLAY,TABLET,CONTENT,55,0,0.0,0,0.0
2025-04-10,your_brand,Brand - NL,ENABLED,SEARCH,DESKTOP,SEARCH,628,46,23.08,1,57.15
2025-04-10,your_brand,Brand - NL,ENABLED,SEARCH,MOBILE,SEARCH,546,31,14.06,1,73.23
2025-04-10,your_brand,Brand - NL,ENABLED,SEARCH,TABLET,SEARCH,94,6,2.26,0,0.0
2025-04-10,your_brand,Brand - BE,ENABLED,SEARCH,DESKTOP,SEARCH,388,21,9.85,1,61.06
2025-04-10,your_brand,Brand - BE,ENABLED,SEARCH,MOBILE,SEARCH,365,20,8.09,0,0.0
2025-04-10,your_brand,Brand - BE,ENABLED,SEARCH,TABLET,SEARCH,54,3,1.16,0,0.0
2025-04-10,your_brand,Shopping - All Products,ENABLED,SHOPPING,DESKTOP,SEARCH,856,10,2.46,0,0.0
2025-04-10,your_brand,Shopping - All Products,ENABLED,SHOPPING,MOBILE,SEARCH,1090,14,4.27,0,0.0
2025-04-10,your_brand,Shopping - All Products,ENABLED,SHOPPING,TABLET,SEARCH,148,1,0.26,0,0.0
2025-04-10,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,DESKTOP,SEARCH,664,7,2.08,0,0.0
2025-04-10,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,MOBILE,SEARCH,718,8,2.0,0,0.0
2025-04-10,your_brand,Shopping - Best Sellers,ENABLED,SHOPPING,TABLET,SEARCH,120,1,0.33,0,0.0
2025-04-10,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,DESKTOP,CONTENT,1001,24,6.87,0,0.0
2025-04-10,your_brand,Performance Max - Prospecting,ENABLED,PERFORMANCE_MAX,MOBILE,CONTENT,1110,28,11.37,0,0.0
