data_date,site_url,query,search_type,impressions,clicks,sum_top_position
2025-04-07,https://www.yourbrand.com,sustainable accessories,web,19,0,189.8
2025-04-07,https://www.yourbrand.com,your brand review,web,40,6,81.1
2025-04-07,https://www.yourbrand.com,organic fashion store,web,37,0,551.8
2025-04-07,https://www.yourbrand.com,buy ethical clothing online,web,33,0,380.4
2025-04-07,https://www.yourbrand.com,your brand discount code,web,31,9,43.1
2025-04-07,https://www.yourbrand.com,best sustainable brands,web,51,0,761.5
2025-04-07,https://www.yourbrand.com,hemp clothing,web,27,0,231.9
2025-04-07,https://www.yourbrand.com,fair trade fashion,web,32,0,433.9
2025-04-07,https://www.yourbrand.com,your brand joggers,web,21,5,35.0
2025-04-07,https://www.yourbrand.com,eco sneakers,web,28,0,164.9
2025-04-08,https://www.yourbrand.com,your brand,web,141,58,176.8
2025-04-08,https://www.yourbrand.com,sustainable clothing,web,63,0,506.9
2025-04-08,https://www.yourbrand.com,organic cotton tee,web,56,1,267.3
2025-04-08,https://www.yourbrand.com,eco friendly fashion,web,66,0,750.8
2025-04-08,https://www.yourbrand.com,recycled sneakers,web,41,1,184.5
2025-04-08,https://www.yourbrand.com,premium hoodie,web,31,0,214.3
2025-04-08,https://www.yourbrand.com,best joggers men,web,39,0,336.4
2025-04-08,https://www.yourbrand.com,weekend travel bag,web,35,0,257.1
2025-04-08,https://www.yourbrand.com,sustainable accessories,web,23,0,256.2
2025-04-08,https://www.yourbrand.com,your brand review,web,38,6,81.9
2025-04-08,https://www.yourbrand.com,organic fashion store,web,29,0,403.3
2025-04-08,https://www.yourbrand.com,buy ethical clothing online,web,46,0,481.5
2025-04-08,https://www.yourbrand.com,your brand discount code,web,28,7,43.1
2025-04-08,https://www.yourbrand.com,best sustainable brands,web,53,0,809.9
2025-04-08,https://www.yourbrand.com,hemp clothing,web,28,0,244.2
2025-04-08,https://www.yourbrand.com,fair trade fashion,web,37,0,500.0
2025-04-08,https://www.yourbrand.com,your brand joggers,web,24,5,43.8
2025-04-08,https://www.yourbrand.com,eco sneakers,web,26,0,154.8
2025-04-09,https://www.yourbrand.com,your brand,web,125,61,137.1
2025-04-09,https://www.yourbrand.com,sustainable clothing,web,71,0,635.3
2025-04-09,https://www.yourbrand.com,organic cotton tee,web,48,1,235.5
2025-04-09,https://www.yourbrand.com,eco friendly fashion,web,53,0,605.5
2025-04-09,https://www.yourbrand.com,recycled sneakers,web,38,1,189.3
2025-04-09,https://www.yourbrand.com,premium hoodie,web,27,0,153.6
2025-04-09,https://www.yourbrand.com,best joggers men,web,33,0,276.5
2025-04-09,https://www.yourbrand.com,weekend travel bag,web,28,0,217.5
2025-04-09,https://www.yourbrand.com,sustainable accessories,web,20,0,240.2
2025-04-09,https://www.yourbrand.com,your brand review,web,46,8,97.4
2025-04-09,https://www.yourbrand.com,organic fashion store,web,26,0,380.9
2025-04-09,https://www.yourbrand.com,buy ethical clothing online,web,38,0,431.0
2025-04-09,https://www.yourbrand.com,your brand discount code,web,27,7,41.0
2025-04-09,https://www.yourbrand.com,best sustainable brands,web,54,0,768.0
2025-04-09,https://www.yourbrand.com,hemp clothing,web,25,0,188.7
2025-04-09,https://www.yourbrand.com,fair trade fashion,web,37,0,524.9
2025-04-09,https://www.yourbrand.com,your brand joggers,web,24,5,46.0
2025-04-09,https://www.yourbrand.com,eco sneakers,web,31,0,194.3
2025-04-10,https://www.yourbrand.com,your brand,web,144,58,169.8
2025-04-10,https://www.yourbrand.com,sustainable clothing,web,66,0,607.2
2025-04-10,https://www.yourbrand.com,organic cotton tee,web,50,1,240.4
2025-04-10,https://www.yourbrand.com,eco friendly fashion,web,57,0,673.1
2025-04-10,https://www.yourbrand.com,recycled sneakers,web,40,1,209.4
2025-04-10,https://www.yourbrand.com,premium hoodie,web,27,0,180.0
2025-04-10,https://www.yourbrand.com,best joggers men,web,40,0,398.5
2025-04-10,https://www.yourbrand.com,weekend travel bag,web,35,0,257.0
2025-04-10,https://www.yourbrand.com,sustainable accessories,web,24,0,261.7
2025-04-10,https://www.yourbrand.com,your brand review,web,45,7,81.8
2025-04-10,https://www.yourbrand.com,organic fashion store,web,25,0,364.3
2025-04-10,https://www.yourbrand.com,buy ethical clothing online,web,34,0,373.3
2025-04-10,https://www.yourbrand.com,your brand discount code,web,33,9,50.8
2025-04-10,https://www.yourbrand.com,best sustainable brands,web,43,0,624.8
2025-04-10,https://www.yourbrand.com,hemp clothing,web,24,0,189.3
2025-04-10,https://www.yourbrand.com,fair trade fashion,web,26,0,360.8
2025-04-10,https://www.yourbrand.com,your brand joggers,web,25,6,40.7
2025-04-10,https://www.yourbrand.com,eco sneakers,web,31,0,174.2
2025-04-11,https://www.yourbrand.com,your brand,web,116,51,139.9
2025-04-11,https://www.yourbrand.com,sustainable clothing,web,53,0,493.3
2025-04-11,https://www.yourbrand.com,organic cotton tee,web,55,1,286.4
2025-04-11,https://www.yourbrand.com,eco friendly fashion,web,63,0,696.9
2025-04-11,https://www.yourbrand.com,recycled sneakers,web,38,1,174.8
2025-04-11,https://www.yourbrand.com,premium hoodie,web,32,0,208.6
2025-04-11,https://www.yourbrand.com,best joggers men,web,47,0,460.3
2025-04-11,https://www.yourbrand.com,weekend travel bag,web,25,0,172.6
2025-04-11,https://www.yourbrand.com,sustainable accessories,web,25,0,276.1
2025-04-11,https://www.yourbrand.com,your brand review,web,47,7,85.3
2025-04-11,https://www.yourbrand.com,organic fashion store,web,31,0,416.5
2025-04-11,https://www.yourbrand.com,buy ethical clothing online,web,45,0,428.2
2025-04-11,https://www.yourbrand.com,your brand discount code,web,37,10,51.1
2025-04-11,https://www.yourbrand.com,best sustainable brands,web,47,0,744.9
2025-04-11,https://www.yourbrand.com,hemp clothing,web,22,0,162.9
2025-04-11,https://www.yourbrand.com,fair trade fashion,web,37,0,502.5
2025-04-11,https://www.yourbrand.com,your brand joggers,web,26,6,44.4
2025-04-11,https://www.yourbrand.com,eco sneakers,web,26,0,143.3
2025-04-12,https://www.yourbrand.com,your brand,web,143,50,165.5
2025-04-12,https://www.yourbrand.com,sustainable clothing,web,57,0,484.9
2025-04-12,https://www.yourbrand.com,organic cotton tee,web,41,1,205.9
2025-04-12,https://www.yourbrand.com,eco friendly fashion,web,65,0,841.6
2025-04-12,https://www.yourbrand.com,recycled sneakers,web,32,0,161.5
2025-04-12,https://www.yourbrand.com,premium hoodie,web,26,0,164.3
2025-04-12,https://www.yourbrand.com,best joggers men,web,39,0,340.0
2025-04-12,https://www.yourbrand.com,weekend travel bag,web,27,0,182.6
2025-04-12,https://www.yourbrand.com,sustainable accessories,web,25,0,257.0
2025-04-12,https://www.yourbrand.com,your brand review,web,46,8,91.5
2025-04-12,https://www.yourbrand.com,organic fashion store,web,26,0,360.6
2025-04-12,https://www.yourbrand.com,buy ethical clothing online,web,39,0,396.5
2025-04-12,https://www.yourbrand.com,your brand discount code,web,27,8,39.1
2025-04-12,https://www.yourbrand.com,best sustainable brands,web,42,0,668.5
2025-04-12,https://www.yourbrand.com,hemp clothing,web,23,0,187.9
2025-04-12,https://www.yourbrand.com,fair trade fashion,web,31,0,387.0
2025-04-12,https://www.yourbrand.com,your brand joggers,web,21,4,36.8
2025-04-12,https://www.yourbrand.com,eco sneakers,web,34,0,195.3
2025-04-13,https://www.yourbrand.com,your brand,web,123,55,140.2
2025-04-13,https://www.yourbrand.com,sustainable clothing,web,61,0,564.2
2025-04-13,https://www.yourbrand.com,organic cotton tee,web,54,1,260.4
2025-04-13,https://www.yourbrand.com,eco friendly fashion,web,59,0,750.1
2025-04-13,https://www.yourbrand.com,recycled sneakers,web,33,0,147.0
2025-04-13,https://www.yourbrand.com,premium hoodie,web,29,0,184.1
2025-04-13,https://www.yourbrand.com,best joggers men,web,45,0,411.4
2025-04-13,https://www.yourbrand.com,weekend travel bag,web,36,0,261.2
2025-04-13,https://www.yourbrand.com,sustainable accessories,web,26,0,294.3
2025-04-13,https://www.yourbrand.com,your brand review,web,57,10,103.3
2025-04-13,https://www.yourbrand.com,organic fashion store,web,30,0,449.1
2025-04-13,https://www.yourbrand.com,buy ethical clothing online,web,36,0,381.3
2025-04-13,https://www.yourbrand.com,your brand discount code,web,30,7,45.5
2025-04-13,https://www.yourbrand.com,best sustainable brands,web,46,0,713.6
2025-04-13,https://www.yourbrand.com,hemp clothing,web,23,0,187.1
2025-04-13,https://www.yourbrand.com,fair trade fashion,web,27,0,316.4
2025-04-13,https://www.yourbrand.com,your brand joggers,web,25,6,42.4
2025-04-13,https://www.yourbrand.com,eco sneakers,web,32,0,180.0
2025-04-14,https://www.yourbrand.com,your brand,web,133,59,161.0
2025-04-14,https://www.yourbrand.com,sustainable clothing,web,52,0,457.5
2025-04-14,https://www.yourbrand.com,organic cotton tee,web,49,1,273.3
2025-04-14,https://www.yourbrand.com,eco friendly fashion,web,57,0,616.1
2025-04-14,https://www.yourbrand.com,recycled sneakers,web,44,1,205.2
2025-04-14,https://www.yourbrand.com,premium hoodie,web,27,0,167.7
2025-04-14,https://www.yourbrand.com,best joggers men,web,42,0,410.9
2025-04-14,https://www.yourbrand.com,weekend travel bag,web,37,0,294.2
2025-04-14,https://www.yourbrand.com,sustainable accessories,web,27,0,313.5
2025-04-14,https://www.yourbrand.com,your brand review,web,51,7,100.6
2025-04-14,https://www.yourbrand.com,organic fashion store,web,37,0,485.1
2025-04-14,https://www.yourbrand.com,buy ethical clothing online,web,40,0,452.6
2025-04-14,https://www.yourbrand.com,your brand discount code,web,31,8,47.2
2025-04-14,https://www.yourbrand.com,best sustainable brands,web,57,0,813.2
2025-04-14,https://www.yourbrand.com,hemp clothing,web,23,0,193.4
2025-04-14,https://www.yourbrand.com,fair trade fashion,web,36,0,452.3
2025-04-14,https://www.yourbrand.com,your brand joggers,web,19,3,31.2
2025-04-14,https://www.yourbrand.com,eco sneakers,web,33,0,184.9
2025-04-15,https://www.yourbrand.com,your brand,web,123,43,142.9
2025-04-15,https://www.yourbrand.com,sustainable clothing,web,69,0,619.9
2025-04-15,https://www.yourbrand.com,organic cotton tee,web,45,1,233.8
2025-04-15,https://www.yourbrand.com,eco friendly fashion,web,50,0,586.3
2025-04-15,https://www.yourbrand.com,recycled sneakers,web,40,1,191.3
2025-04-15,https://www.yourbrand.com,premium hoodie,web,33,0,199.0
2025-04-15,https://www.yourbrand.com,best joggers men,web,35,0,349.1
2025-04-15,https://www.yourbrand.com,weekend travel bag,web,36,0,252.7
2025-04-15,https://www.yourbrand.com,sustainable accessories,web,23,0,246.2
2025-04-15,https://www.yourbrand.com,your brand review,web,42,7,90.1
2025-04-15,https://www.yourbrand.com,organic fashion store,web,33,0,433.0
2025-04-15,https://www.yourbrand.com,buy ethical clothing online,web,43,0,448.6
2025-04-15,https://www.yourbrand.com,your brand discount code,web,28,8,41.0
2025-04-15,https://www.yourbrand.com,best sustainable brands,web,39,0,618.3
2025-04-15,https://www.yourbrand.com,hemp clothing,web,25,0,201.0
2025-04-15,https://www.yourbrand.com,fair trade fashion,web,30,0,414.7
2025-04-15,https://www.yourbrand.com,your brand joggers,web,22,5,35.9
2025-04-15,https://www.yourbrand.com,eco sneakers,web,30,0,189.4
2025-04-16,https://www.yourbrand.com,your brand,web,112,39,136.1
2025-04-16,https://www.yourbrand.com,sustainable clothing,web,60,0,518.0
2025-04-16,https://www.yourbrand.com,organic cotton tee,web,51,1,281.2
2025-04-16,https://www.yourbrand.com,eco friendly fashion,web,67,0,799.6
2025-04-16,https://www.yourbrand.com,recycled sneakers,web,35,1,160.7
2025-04-16,https://www.yourbrand.com,premium hoodie,web,34,0,217.7
2025-04-16,https://www.yourbrand.com,best joggers men,web,41,0,395.9
2025-04-16,https://www.yourbrand.com,weekend travel bag,web,37,0,301.8
2025-04-16,https://www.yourbrand.com,sustainable accessories,web,21,0,228.8
2025-04-16,https://www.yourbrand.com,your brand review,web,55,11,102.7
2025-04-16,https://www.yourbrand.com,organic fashion store,web,26,0,357.2
2025-04-16,https://www.yourbrand.com,buy ethical clothing online,web,32,0,367.4
2025-04-16,https://www.yourbrand.com,your brand discount code,web,38,10,55.8
2025-04-16,https://www.yourbrand.com,best sustainable brands,web,52,0,720.9
2025-04-16,https://www.yourbrand.com,hemp clothing,web,20,0,145.3
2025-04-16,https://www.yourbrand.com,fair trade fashion,web,31,0,391.4
2025-04-16,https://www.yourbrand.com,your brand joggers,web,23,6,37.5
2025-04-16,https://www.yourbrand.com,eco sneakers,web,30,0,181.2
2025-04-17,https://www.yourbrand.com,your brand,web,129,61,152.0
2025-04-17,https://www.yourbrand.com,sustainable clothing,web,66,0,509.5
2025-04-17,https://www.yourbrand.com,organic cotton tee,web,50,1,267.0
2025-04-17,https://www.yourbrand.com,eco friendly fashion,web,51,0,584.8
2025-04-17,https://www.yourbrand.com,recycled sneakers,web,41,1,209.1
2025-04-17,https://www.yourbrand.com,premium hoodie,web,36,0,245.0
2025-04-17,https://www.yourbrand.com,best joggers men,web,36,0,355.1
2025-04-17,https://www.yourbrand.com,weekend travel bag,web,28,0,198.1
2025-04-17,https://www.yourbrand.com,sustainable accessories,web,23,0,257.1
2025-04-17,https://www.yourbrand.com,your brand review,web,53,8,105.0
2025-04-17,https://www.yourbrand.com,organic fashion store,web,27,0,371.2
2025-04-17,https://www.yourbrand.com,buy ethical clothing online,web,47,0,502.9
2025-04-17,https://www.yourbrand.com,your brand discount code,web,27,7,37.6
2025-04-17,https://www.yourbrand.com,best sustainable brands,web,46,0,706.2
2025-04-17,https://www.yourbrand.com,hemp clothing,web,25,0,214.1
2025-04-17,https://www.yourbrand.com,fair trade fashion,web,30,0,385.1
2025-04-17,https://www.yourbrand.com,your brand joggers,web,22,4,39.8
2025-04-17,https://www.yourbrand.com,eco sneakers,web,27,0,167.0
2025-04-18,https://www.yourbrand.com,your brand,web,108,43,138.1
2025-04-18,https://www.yourbrand.com,sustainable clothing,web,62,0,574.9
2025-04-18,https://www.yourbrand.com,organic cotton tee,web,56,1,272.6
2025-04-18,https://www.yourbrand.com,eco friendly fashion,web,66,0,842.4
2025-04-18,https://www.yourbrand.com,recycled sneakers,web,46,1,204.5
2025-04-18,https://www.yourbrand.com,premium hoodie,web,37,0,248.8
2025-04-18,https://www.yourbrand.com,best joggers men,web,41,0,377.7
2025-04-18,https://www.yourbrand.com,weekend travel bag,web,33,0,265.8
2025-04-18,https://www.yourbrand.com,sustainable accessories,web,21,0,241.7
2025-04-18,https://www.yourbrand.com,your brand review,web,55,9,117.4
2025-04-18,https://www.yourbrand.com,organic fashion store,web,27,0,402.5
2025-04-18,https://www.yourbrand.com,buy ethical clothing online,web,38,0,409.3
2025-04-18,https://www.yourbrand.com,your brand discount code,web,36,9,53.5
2025-04-18,https://www.yourbrand.com,best sustainable brands,web,46,0,757.2
2025-04-18,https://www.yourbrand.com,hemp clothing,web,23,0,176.3
2025-04-18,https://www.yourbrand.com,fair trade fashion,web,27,0,328.3
2025-04-18,https://www.yourbrand.com,your brand joggers,web,23,4,42.6
2025-04-18,https://www.yourbrand.com,eco sneakers,web,31,0,178.5
2025-04-19,https://www.yourbrand.com,your brand,web,119,45,138.3
2025-04-19,https://www.yourbrand.com,sustainable clothing,web,74,0,645.8
2025-04-19,https://www.yourbrand.com,organic cotton tee,web,55,1,270.3
2025-04-19,https://www.yourbrand.com,eco friendly fashion,web,66,0,847.5
2025-04-19,https://www.yourbrand.com,recycled sneakers,web,41,1,192.1
2025-04-19,https://www.yourbrand.com,premium hoodie,web,27,0,159.4
2025-04-19,https://www.yourbrand.com,best joggers men,web,39,0,325.6
2025-04-19,https://www.yourbrand.com,weekend travel bag,web,33,0,267.7
2025-04-19,https://www.yourbrand.com,sustainable accessories,web,23,0,266.8
2025-04-19,https://www.yourbrand.com,your brand review,web,51,8,110.4
2025-04-19,https://www.yourbrand.com,organic fashion store,web,26,0,393.8
2025-04-19,https://www.yourbrand.com,buy ethical clothing online,web,45,0,499.6
2025-04-19,https://www.yourbrand.com,your brand discount code,web,30,9,42.3
2025-04-19,https://www.yourbrand.com,best sustainable brands,web,51,0,734.1
2025-04-19,https://www.yourbrand.com,hemp clothing,web,24,0,194.0
2025-04-19,https://www.yourbrand.com,fair trade fashion,web,31,0,389.4
2025-04-19,https://www.yourbrand.com,your brand joggers,web,27,5,53.0
2025-04-19,https://www.yourbrand.com,eco sneakers,web,31,0,188.3
2025-04-20,https://www.yourbrand.com,your brand,web,137,62,156.8
2025-04-20,https://www.yourbrand.com,sustainable clothing,web,71,0,557.2
2025-04-20,https://www.yourbrand.com,organic cotton tee,web,55,1,273.9
2025-04-20,https://www.yourbrand.com,eco friendly fashion,web,49,0,610.7
2025-04-20,https://www.yourbrand.com,recycled sneakers,web,47,1,222.2
2025-04-20,https://www.yourbrand.com,premium hoodie,web,33,0,214.8
2025-04-20,https://www.yourbrand.com,best joggers men,web,40,0,351.1
2025-04-20,https://www.yourbrand.com,weekend travel bag,web,34,0,250.6
2025-04-20,https://www.yourbrand.com,sustainable accessories,web,27,0,320.8
2025-04-20,https://www.yourbrand.com,your brand review,web,54,8,106.6
2025-04-20,https://www.yourbrand.com,organic fashion store,web,35,0,480.0
2025-04-20,https://www.yourbrand.com,buy ethical clothing online,web,47,0,509.5
2025-04-20,https://www.yourbrand.com,your brand discount code,web,37,9,60.3
2025-04-20,https://www.yourbrand.com,best sustainable brands,web,44,0,635.1
2025-04-20,https://www.yourbrand.com,hemp clothing,web,19,0,146.1
2025-04-20,https://www.yourbrand.com,fair trade fashion,web,34,0,405.9
2025-04-20,https://www.yourbrand.com,your brand joggers,web,22,4,40.9
2025-04-20,https://www.yourbrand.com,eco sneakers,web,36,0,223.3
2025-04-21,https://www.yourbrand.com,your brand,web,120,40,157.9
2025-04-21,https://www.yourbrand.com,sustainable clothing,web,70,0,547.6
2025-04-21,https://www.yourbrand.com,organic cotton tee,web,43,1,213.1
2025-04-21,https://www.yourbrand.com,eco friendly fashion,web,66,0,750.4
2025-04-21,https://www.yourbrand.com,recycled sneakers,web,42,1,192.0
2025-04-21,https://www.yourbrand.com,premium hoodie,web,34,0,213.0
2025-04-21,https://www.yourbrand.com,best joggers men,web,35,0,345.0
2025-04-21,https://www.yourbrand.com,weekend travel bag,web,32,0,241.6
2025-04-21,https://www.yourbrand.com,sustainable accessories,web,26,0,290.9
2025-04-21,https://www.yourbrand.com,your brand review,web,57,10,124.0
2025-04-21,https://www.yourbrand.com,organic fashion store,web,29,0,411.9
2025-04-21,https://www.yourbrand.com,buy ethical clothing online,web,39,0,428.4
2025-04-21,https://www.yourbrand.com,your brand discount code,web,27,6,44.1
2025-04-21,https://www.yourbrand.com,best sustainable brands,web,40,0,578.9
2025-04-21,https://www.yourbrand.com,hemp clothing,web,25,0,194.2
2025-04-21,https://www.yourbrand.com,fair trade fashion,web,26,0,346.3
2025-04-21,https://www.yourbrand.com,your brand joggers,web,22,5,39.0
2025-04-21,https://www.yourbrand.com,eco sneakers,web,28,0,176.4
2025-04-22,https://www.yourbrand.com,your brand,web,101,40,133.0
2025-04-22,https://www.yourbrand.com,sustainable clothing,web,55,0,507.9
2025-04-22,https://www.yourbrand.com,organic cotton tee,web,51,1,273.4
2025-04-22,https://www.yourbrand.com,eco friendly fashion,web,55,0,594.7
2025-04-22,https://www.yourbrand.com,recycled sneakers,web,37,1,173.1
